Date,Time,ID,pH,Air Temperature,TDS,Light Intensity,Humidity,EC,Label
20/05/2022,07:23:04 ,ICPKNW,5.1,18,132,291,50,0.264,16
20/05/2022,07:23:08 ,ICPKNW,4.3,31,1086,14,32,2.172,4
20/05/2022,07:23:12 ,ICPKNW,7.7,18,682,241,21,1.364,17
20/05/2022,07:23:16 ,ICPKNW,5.5,37,1381,73,38,2.762,0
20/05/2022,07:23:20 ,ICPKNW,6.1,28,617,287,97,1.234,3
20/05/2022,07:23:24 ,ICPKNW,6.8,23,1273,868,39,2.546,13
20/05/2022,07:23:28 ,ICPKNW,6.5,24,1076,522,35,2.152,0
20/05/2022,07:23:32 ,ICPKNW,6.1,26,958,653,61,1.916,2
20/05/2022,07:23:36 ,ICPKNW,6.1,28,567,923,81,1.134,11
20/05/2022,07:23:40 ,ICPKNW,4.6,38,276,771,10,0.552,14
20/05/2022,07:23:44 ,ICPKNW,4,38,1481,764,10,2.962,12
20/05/2022,07:23:48 ,ICPKNW,7.2,21,500,548,19,1,17
20/05/2022,07:23:52 ,ICPKNW,6.7,17,799,151,84,1.598,5
20/05/2022,07:23:56 ,ICPKNW,6.3,39,575,1021,15,1.15,11
20/05/2022,07:24:00 ,ICPKNW,5.8,25,1221,773,93,2.442,2
20/05/2022,07:24:04 ,ICPKNW,4.8,23,1255,658,56,2.51,12
20/05/2022,07:24:08 ,ICPKNW,4.1,33,858,161,54,1.716,4
20/05/2022,07:24:12 ,ICPKNW,5.7,25,1387,356,57,2.774,0
20/05/2022,07:24:16 ,ICPKNW,4.1,39,1440,413,22,2.88,4
20/05/2022,07:24:20 ,ICPKNW,5.6,33,757,445,55,1.514,0
20/05/2022,07:24:24 ,ICPKNW,4.1,37,712,342,15,1.424,4
20/05/2022,07:24:28 ,ICPKNW,4.7,38,185,167,49,0.37,16
20/05/2022,07:24:32 ,ICPKNW,4.3,39,406,861,71,0.812,14
20/05/2022,07:24:36 ,ICPKNW,6.2,34,393,743,41,0.786,11
20/05/2022,07:24:40 ,ICPKNW,6.9,22,990,48,69,1.98,5
20/05/2022,07:24:44 ,ICPKNW,6.9,39,551,315,90,1.102,17
20/05/2022,07:24:48 ,ICPKNW,5.5,32,1377,997,44,2.754,2
20/05/2022,07:24:52 ,ICPKNW,4.1,25,1395,400,87,2.79,4
20/05/2022,07:24:56 ,ICPKNW,4.4,38,734,649,59,1.468,12
20/05/2022,07:25:00 ,ICPKNW,5.2,18,1334,79,75,2.668,4
20/05/2022,07:25:04 ,ICPKNW,5.9,36,854,65,40,1.708,0
20/05/2022,07:25:08 ,ICPKNW,7.1,22,1268,852,99,2.536,13
20/05/2022,07:25:12 ,ICPKNW,5,40,1190,615,96,2.38,12
20/05/2022,07:25:16 ,ICPKNW,8,32,1263,662,23,2.526,13
20/05/2022,07:25:20 ,ICPKNW,6.4,19,658,343,42,1.316,3
20/05/2022,07:25:24 ,ICPKNW,7.2,31,650,674,87,1.3,15
20/05/2022,07:25:28 ,ICPKNW,6.4,34,888,931,20,1.776,2
20/05/2022,07:25:32 ,ICPKNW,6.3,29,1489,845,15,2.978,2
20/05/2022,07:25:36 ,ICPKNW,4,16,601,674,28,1.202,14
20/05/2022,07:25:40 ,ICPKNW,5.1,24,1117,250,51,2.234,4
20/05/2022,07:25:44 ,ICPKNW,4.2,40,1082,987,100,2.164,12
20/05/2022,07:25:48 ,ICPKNW,4.4,19,1203,321,94,2.406,4
20/05/2022,07:25:52 ,ICPKNW,4.3,26,403,966,51,0.806,14
20/05/2022,07:25:56 ,ICPKNW,4.3,20,161,598,92,0.322,14
20/05/2022,07:26:00 ,ICPKNW,5.6,40,967,491,84,1.934,0
20/05/2022,07:26:04 ,ICPKNW,7.1,22,1004,1002,92,2.008,13
20/05/2022,07:26:08 ,ICPKNW,6.5,31,886,637,18,1.772,2
20/05/2022,07:26:12 ,ICPKNW,6.8,21,474,144,54,0.948,17
20/05/2022,07:26:16 ,ICPKNW,4.4,23,550,702,12,1.1,14
20/05/2022,07:26:20 ,ICPKNW,7.7,29,455,148,59,0.91,17
20/05/2022,07:26:24 ,ICPKNW,6.2,38,935,757,58,1.87,2
20/05/2022,07:26:28 ,ICPKNW,4.7,28,478,169,97,0.956,16
20/05/2022,07:26:32 ,ICPKNW,7.3,30,1061,450,93,2.122,5
20/05/2022,07:26:36 ,ICPKNW,5.3,29,1159,288,22,2.318,4
20/05/2022,07:26:40 ,ICPKNW,4.5,21,413,472,42,0.826,16
20/05/2022,07:26:44 ,ICPKNW,6.4,19,1092,342,88,2.184,0
20/05/2022,07:26:48 ,ICPKNW,4.7,18,832,725,95,1.664,12
20/05/2022,07:26:52 ,ICPKNW,5.4,17,962,1008,32,1.924,12
20/05/2022,07:26:56 ,ICPKNW,4.6,22,861,537,90,1.722,4
20/05/2022,07:27:00 ,ICPKNW,6.2,39,687,413,77,1.374,3
20/05/2022,07:27:04 ,ICPKNW,5.8,35,490,504,99,0.98,3
20/05/2022,07:27:08 ,ICPKNW,4.5,22,744,677,42,1.488,12
20/05/2022,07:27:12 ,ICPKNW,7,20,142,17,51,0.284,17
20/05/2022,07:27:16 ,ICPKNW,6.2,38,1158,995,14,2.316,2
20/05/2022,07:27:20 ,ICPKNW,6.4,17,532,781,67,1.064,11
20/05/2022,07:27:24 ,ICPKNW,6,22,1066,848,18,2.132,2
20/05/2022,07:27:28 ,ICPKNW,5.1,37,1325,103,83,2.65,4
20/05/2022,07:27:32 ,ICPKNW,4.5,34,132,397,56,0.264,16
20/05/2022,07:27:36 ,ICPKNW,5.8,30,520,154,32,1.04,3
20/05/2022,07:27:40 ,ICPKNW,5.8,27,108,568,49,0.216,11
20/05/2022,07:27:44 ,ICPKNW,7.7,35,605,817,71,1.21,15
20/05/2022,07:27:48 ,ICPKNW,6.8,19,658,305,79,1.316,17
20/05/2022,07:27:52 ,ICPKNW,6.4,40,1218,157,62,2.436,0
20/05/2022,07:27:56 ,ICPKNW,6.4,35,526,149,89,1.052,3
20/05/2022,07:28:00 ,ICPKNW,4.9,40,1080,708,76,2.16,12
20/05/2022,07:28:04 ,ICPKNW,7,32,555,313,42,1.11,17
20/05/2022,07:28:08 ,ICPKNW,6.6,17,1170,421,91,2.34,5
20/05/2022,07:28:12 ,ICPKNW,4.9,31,919,829,28,1.838,12
20/05/2022,07:28:16 ,ICPKNW,5.9,17,707,463,91,1.414,0
20/05/2022,07:28:20 ,ICPKNW,7.5,39,651,793,42,1.302,15
20/05/2022,07:28:24 ,ICPKNW,6.8,20,1155,151,78,2.31,5
20/05/2022,07:28:28 ,ICPKNW,5.3,28,933,754,79,1.866,12
20/05/2022,07:28:32 ,ICPKNW,4.8,27,641,465,65,1.282,16
20/05/2022,07:28:36 ,ICPKNW,7,24,307,834,97,0.614,15
20/05/2022,07:28:40 ,ICPKNW,4.1,33,970,240,12,1.94,4
20/05/2022,07:28:44 ,ICPKNW,4.6,35,1456,676,87,2.912,12
20/05/2022,07:28:48 ,ICPKNW,6,16,311,320,59,0.622,3
20/05/2022,07:28:52 ,ICPKNW,5.1,40,230,133,31,0.46,16
20/05/2022,07:28:56 ,ICPKNW,7.2,18,948,464,50,1.896,5
20/05/2022,07:29:00 ,ICPKNW,4.1,31,806,788,76,1.612,12
20/05/2022,07:29:04 ,ICPKNW,6.6,19,466,102,40,0.932,17
20/05/2022,07:29:08 ,ICPKNW,7.7,27,675,487,37,1.35,17
20/05/2022,07:29:12 ,ICPKNW,5.8,38,502,451,54,1.004,3
20/05/2022,07:29:16 ,ICPKNW,5.7,17,178,552,48,0.356,11
20/05/2022,07:29:20 ,ICPKNW,7,34,859,169,25,1.718,5
20/05/2022,07:29:24 ,ICPKNW,6.8,36,858,163,71,1.716,5
20/05/2022,07:29:28 ,ICPKNW,4.4,18,360,503,71,0.72,16
20/05/2022,07:29:32 ,ICPKNW,7,24,422,888,99,0.844,15
20/05/2022,07:29:36 ,ICPKNW,5.7,27,915,931,19,1.83,2
20/05/2022,07:29:40 ,ICPKNW,5.9,38,1285,188,57,2.57,0
20/05/2022,07:29:44 ,ICPKNW,5.9,24,1068,879,88,2.136,2
20/05/2022,07:29:48 ,ICPKNW,7.4,34,1099,741,59,2.198,13
20/05/2022,07:29:52 ,ICPKNW,7.3,39,1431,668,28,2.862,13
20/05/2022,07:29:56 ,ICPKNW,5.5,24,111,343,85,0.222,3
20/05/2022,07:30:00 ,ICPKNW,7.3,22,968,462,16,1.936,5
20/05/2022,07:30:04 ,ICPKNW,4.2,39,936,379,88,1.872,4
20/05/2022,07:30:08 ,ICPKNW,7.6,21,850,704,18,1.7,13
20/05/2022,07:30:12 ,ICPKNW,4,23,1096,807,36,2.192,12
20/05/2022,07:30:16 ,ICPKNW,4,18,1412,862,13,2.824,12
20/05/2022,07:30:20 ,ICPKNW,7.8,24,790,73,28,1.58,5
20/05/2022,07:30:24 ,ICPKNW,6.6,39,597,994,92,1.194,15
20/05/2022,07:30:28 ,ICPKNW,6.8,24,650,558,81,1.3,15
20/05/2022,07:30:32 ,ICPKNW,4.8,37,214,352,61,0.428,16
20/05/2022,07:30:36 ,ICPKNW,4.5,18,941,177,97,1.882,4
20/05/2022,07:30:40 ,ICPKNW,5,23,512,442,90,1.024,16
20/05/2022,07:30:44 ,ICPKNW,4.7,39,873,354,12,1.746,4
20/05/2022,07:30:48 ,ICPKNW,7.3,19,1360,487,61,2.72,5
20/05/2022,07:30:52 ,ICPKNW,8,16,271,351,27,0.542,17
20/05/2022,07:30:56 ,ICPKNW,6,16,763,791,60,1.526,2
20/05/2022,07:31:00 ,ICPKNW,4.5,39,341,544,75,0.682,16
20/05/2022,07:31:04 ,ICPKNW,6.5,18,640,539,24,1.28,3
20/05/2022,07:31:08 ,ICPKNW,6.9,34,954,752,57,1.908,13
20/05/2022,07:31:12 ,ICPKNW,5.1,26,648,778,57,1.296,14
20/05/2022,07:31:16 ,ICPKNW,6.6,40,538,708,11,1.076,15
20/05/2022,07:31:20 ,ICPKNW,5,23,591,99,50,1.182,16
20/05/2022,07:31:24 ,ICPKNW,5.6,24,1300,907,74,2.6,2
20/05/2022,07:31:28 ,ICPKNW,7,29,857,446,33,1.714,5
20/05/2022,07:31:32 ,ICPKNW,6.5,38,1239,859,92,2.478,2
20/05/2022,07:31:36 ,ICPKNW,6.4,25,937,426,76,1.874,0
20/05/2022,07:31:40 ,ICPKNW,6.1,36,1453,168,23,2.906,0
20/05/2022,07:31:44 ,ICPKNW,7.9,36,1414,383,18,2.828,5
20/05/2022,07:31:48 ,ICPKNW,4.4,21,594,289,33,1.188,16
20/05/2022,07:31:52 ,ICPKNW,7.1,19,707,979,13,1.414,13
20/05/2022,07:31:56 ,ICPKNW,6.3,27,193,671,97,0.386,11
20/05/2022,07:32:00 ,ICPKNW,5.3,27,1369,110,26,2.738,4
20/05/2022,07:32:04 ,ICPKNW,7.7,29,1271,347,86,2.542,5
20/05/2022,07:32:08 ,ICPKNW,4.1,21,300,391,67,0.6,16
20/05/2022,07:32:12 ,ICPKNW,6.7,32,1446,518,66,2.892,5
20/05/2022,07:32:16 ,ICPKNW,7.5,24,735,99,30,1.47,5
20/05/2022,07:32:20 ,ICPKNW,6.9,38,319,500,59,0.638,17
20/05/2022,07:32:24 ,ICPKNW,4.2,38,901,136,48,1.802,4
20/05/2022,07:32:28 ,ICPKNW,5.1,18,1040,867,95,2.08,12
20/05/2022,07:32:32 ,ICPKNW,6.2,30,1293,187,91,2.586,0
20/05/2022,07:32:36 ,ICPKNW,6.1,33,1423,671,79,2.846,2
20/05/2022,07:32:40 ,ICPKNW,7.7,20,251,18,37,0.502,17
20/05/2022,07:32:44 ,ICPKNW,8,40,721,609,33,1.442,13
20/05/2022,07:32:48 ,ICPKNW,4.6,39,549,277,88,1.098,16
20/05/2022,07:32:52 ,ICPKNW,4.5,23,1227,805,21,2.454,12
20/05/2022,07:32:56 ,ICPKNW,6.8,34,319,40,24,0.638,17
20/05/2022,07:33:00 ,ICPKNW,5.6,30,503,654,75,1.006,11
20/05/2022,07:33:04 ,ICPKNW,5.3,23,465,131,19,0.93,16
20/05/2022,07:33:08 ,ICPKNW,6.9,25,1364,49,60,2.728,5
20/05/2022,07:33:12 ,ICPKNW,5.5,33,1073,286,52,2.146,0
20/05/2022,07:33:16 ,ICPKNW,4.8,34,846,121,10,1.692,4
20/05/2022,07:33:20 ,ICPKNW,5.8,32,313,561,35,0.626,11
20/05/2022,07:33:24 ,ICPKNW,4.4,29,784,550,93,1.568,4
20/05/2022,07:33:28 ,ICPKNW,7.8,24,900,123,66,1.8,5
20/05/2022,07:33:32 ,ICPKNW,5,22,373,813,90,0.746,14
20/05/2022,07:33:36 ,ICPKNW,5.8,21,163,836,21,0.326,11
20/05/2022,07:33:40 ,ICPKNW,5,40,220,585,53,0.44,14
20/05/2022,07:33:44 ,ICPKNW,4.4,25,153,212,63,0.306,16
20/05/2022,07:33:48 ,ICPKNW,5.9,23,357,782,46,0.714,11
20/05/2022,07:33:52 ,ICPKNW,5.5,22,890,378,27,1.78,0
20/05/2022,07:33:56 ,ICPKNW,4.7,16,997,306,30,1.994,4
20/05/2022,07:34:00 ,ICPKNW,4.2,28,672,609,99,1.344,14
20/05/2022,07:34:04 ,ICPKNW,7.7,16,791,135,94,1.582,5
20/05/2022,07:34:08 ,ICPKNW,5.4,16,760,790,78,1.52,12
20/05/2022,07:34:12 ,ICPKNW,7.8,30,1327,597,47,2.654,13
20/05/2022,07:34:16 ,ICPKNW,7.5,26,1270,213,45,2.54,5
20/05/2022,07:34:20 ,ICPKNW,7.2,25,918,587,99,1.836,13
20/05/2022,07:34:24 ,ICPKNW,8,22,307,659,43,0.614,15
20/05/2022,07:34:28 ,ICPKNW,4.1,40,737,876,38,1.474,12
20/05/2022,07:34:32 ,ICPKNW,7.4,23,1429,338,69,2.858,5
20/05/2022,07:34:36 ,ICPKNW,5.8,28,180,120,80,0.36,3
20/05/2022,07:34:40 ,ICPKNW,4.5,32,1188,1014,48,2.376,12
20/05/2022,07:34:44 ,ICPKNW,6,28,570,932,71,1.14,11
20/05/2022,07:34:48 ,ICPKNW,4.7,36,806,116,89,1.612,4
20/05/2022,07:34:52 ,ICPKNW,4.7,20,989,920,79,1.978,12
20/05/2022,07:34:56 ,ICPKNW,6.5,20,1005,448,16,2.01,0
20/05/2022,07:35:00 ,ICPKNW,6.2,20,1328,423,41,2.656,0
20/05/2022,07:35:04 ,ICPKNW,6.5,33,426,213,98,0.852,3
20/05/2022,07:35:08 ,ICPKNW,7.4,17,315,78,79,0.63,17
20/05/2022,07:35:12 ,ICPKNW,5.7,40,1115,262,78,2.23,0
20/05/2022,07:35:16 ,ICPKNW,7.9,18,1260,249,35,2.52,5
20/05/2022,07:35:20 ,ICPKNW,5.6,25,1252,510,26,2.504,0
20/05/2022,07:35:24 ,ICPKNW,7,25,1483,580,86,2.966,13
20/05/2022,07:35:28 ,ICPKNW,4.2,32,953,717,43,1.906,12
20/05/2022,07:35:32 ,ICPKNW,6,21,576,660,55,1.152,11
20/05/2022,07:35:36 ,ICPKNW,5,25,543,579,19,1.086,14
20/05/2022,07:35:40 ,ICPKNW,7.3,22,1280,811,72,2.56,13
20/05/2022,07:35:44 ,ICPKNW,7.8,37,1489,94,99,2.978,5
20/05/2022,07:35:48 ,ICPKNW,5.9,25,818,584,49,1.636,2
20/05/2022,07:35:52 ,ICPKNW,5.2,28,451,985,93,0.902,14
20/05/2022,07:35:56 ,ICPKNW,6.7,17,641,153,45,1.282,17
20/05/2022,07:36:00 ,ICPKNW,7.3,29,169,311,18,0.338,17
20/05/2022,07:36:04 ,ICPKNW,6.7,27,1238,547,40,2.476,5
20/05/2022,07:36:08 ,ICPKNW,7.8,23,845,588,68,1.69,13
20/05/2022,07:36:12 ,ICPKNW,5.3,38,808,492,89,1.616,4
20/05/2022,07:36:16 ,ICPKNW,6.2,35,842,792,85,1.684,2
20/05/2022,07:36:20 ,ICPKNW,6.8,31,1348,748,67,2.696,13
20/05/2022,07:36:24 ,ICPKNW,5.4,21,668,386,18,1.336,16
20/05/2022,07:36:28 ,ICPKNW,5.8,34,526,473,55,1.052,3
20/05/2022,07:36:32 ,ICPKNW,7.1,37,1305,963,82,2.61,13
20/05/2022,07:36:36 ,ICPKNW,5.9,24,1434,214,75,2.868,0
20/05/2022,07:36:40 ,ICPKNW,6.7,28,1287,663,41,2.574,13
20/05/2022,07:36:44 ,ICPKNW,4.3,32,298,411,26,0.596,16
20/05/2022,07:36:48 ,ICPKNW,4.2,32,522,62,77,1.044,16
20/05/2022,07:36:52 ,ICPKNW,7.9,33,1271,388,51,2.542,5
20/05/2022,07:36:56 ,ICPKNW,4.7,24,639,293,77,1.278,16
20/05/2022,07:37:00 ,ICPKNW,5.3,29,236,683,59,0.472,14
20/05/2022,07:37:04 ,ICPKNW,4.4,35,137,681,37,0.274,14
20/05/2022,07:37:08 ,ICPKNW,7,23,688,201,85,1.376,17
20/05/2022,07:37:12 ,ICPKNW,5.8,16,1003,220,13,2.006,0
20/05/2022,07:37:16 ,ICPKNW,4.7,37,472,626,55,0.944,14
20/05/2022,07:37:20 ,ICPKNW,4.6,38,137,568,63,0.274,14
20/05/2022,07:37:24 ,ICPKNW,6.6,16,1166,986,34,2.332,13
20/05/2022,07:37:28 ,ICPKNW,6.8,29,1360,989,75,2.72,13
20/05/2022,07:37:32 ,ICPKNW,6.7,18,364,628,27,0.728,15
20/05/2022,07:37:36 ,ICPKNW,6.2,23,1343,109,58,2.686,0
20/05/2022,07:37:40 ,ICPKNW,4,28,1010,820,97,2.02,12
20/05/2022,07:37:44 ,ICPKNW,5.3,36,813,494,52,1.626,4
20/05/2022,07:37:48 ,ICPKNW,4.8,28,872,628,39,1.744,12
20/05/2022,07:37:52 ,ICPKNW,6.8,18,1285,860,44,2.57,13
20/05/2022,07:37:56 ,ICPKNW,7.2,25,1338,499,11,2.676,5
20/05/2022,07:38:00 ,ICPKNW,4.7,21,691,854,41,1.382,14
20/05/2022,07:38:04 ,ICPKNW,5.9,24,1500,299,24,3,0
20/05/2022,07:38:08 ,ICPKNW,6.3,40,1469,661,63,2.938,2
20/05/2022,07:38:12 ,ICPKNW,6.4,37,989,558,51,1.978,2
20/05/2022,07:38:16 ,ICPKNW,5.2,18,1294,7,80,2.588,4
20/05/2022,07:38:20 ,ICPKNW,4.8,35,873,920,20,1.746,12
20/05/2022,07:38:24 ,ICPKNW,4.6,23,144,845,46,0.288,14
20/05/2022,07:38:28 ,ICPKNW,7.1,32,1119,178,22,2.238,5
20/05/2022,07:38:32 ,ICPKNW,4.4,27,1239,222,100,2.478,4
20/05/2022,07:38:36 ,ICPKNW,5.3,30,976,548,39,1.952,4
20/05/2022,07:38:40 ,ICPKNW,6,30,397,86,59,0.794,3
20/05/2022,07:38:44 ,ICPKNW,4.8,38,822,884,69,1.644,12
20/05/2022,07:38:48 ,ICPKNW,4.6,29,751,191,90,1.502,4
20/05/2022,07:38:52 ,ICPKNW,4.4,26,294,663,79,0.588,14
20/05/2022,07:38:56 ,ICPKNW,7.5,33,312,968,88,0.624,15
20/05/2022,07:39:00 ,ICPKNW,4.8,33,544,306,26,1.088,16
20/05/2022,07:39:04 ,ICPKNW,6.1,22,269,677,62,0.538,11
20/05/2022,07:39:08 ,ICPKNW,4.8,35,792,343,86,1.584,4
20/05/2022,07:39:12 ,ICPKNW,4.9,19,716,618,27,1.432,12
20/05/2022,07:39:16 ,ICPKNW,7,22,155,493,88,0.31,17
20/05/2022,07:39:20 ,ICPKNW,5.4,25,533,30,89,1.066,16
20/05/2022,07:39:24 ,ICPKNW,7.3,38,808,78,46,1.616,5
20/05/2022,07:39:28 ,ICPKNW,6.4,34,555,128,21,1.11,3
20/05/2022,07:39:32 ,ICPKNW,5,26,1107,817,61,2.214,12
20/05/2022,07:39:36 ,ICPKNW,5.5,17,836,299,72,1.672,0
20/05/2022,07:39:40 ,ICPKNW,6,17,794,429,33,1.588,0
20/05/2022,07:39:44 ,ICPKNW,7.3,36,976,28,84,1.952,5
20/05/2022,07:39:48 ,ICPKNW,4.3,31,342,197,71,0.684,16
20/05/2022,07:39:52 ,ICPKNW,4.2,18,323,793,24,0.646,14
20/05/2022,07:39:56 ,ICPKNW,7.8,24,1295,211,24,2.59,5
20/05/2022,07:40:00 ,ICPKNW,4.8,29,755,692,92,1.51,12
20/05/2022,07:40:04 ,ICPKNW,4.7,22,1322,447,80,2.644,4
20/05/2022,07:40:08 ,ICPKNW,4.2,23,975,942,86,1.95,12
20/05/2022,07:40:12 ,ICPKNW,5.8,34,545,974,99,1.09,11
20/05/2022,07:40:16 ,ICPKNW,7.2,22,371,715,83,0.742,15
20/05/2022,07:40:20 ,ICPKNW,5.6,36,712,978,25,1.424,2
20/05/2022,07:40:24 ,ICPKNW,4.4,29,1360,235,20,2.72,4
20/05/2022,07:40:28 ,ICPKNW,7.6,18,278,33,89,0.556,17
20/05/2022,07:40:32 ,ICPKNW,7.4,34,1039,537,15,2.078,5
20/05/2022,07:40:36 ,ICPKNW,7.6,25,1318,649,67,2.636,13
20/05/2022,07:40:40 ,ICPKNW,7.5,36,826,905,98,1.652,13
20/05/2022,07:40:44 ,ICPKNW,7.2,25,1472,508,44,2.944,5
20/05/2022,07:40:48 ,ICPKNW,5.8,22,502,498,40,1.004,3
20/05/2022,07:40:52 ,ICPKNW,5.4,16,1148,516,89,2.296,4
20/05/2022,07:40:56 ,ICPKNW,6,19,903,944,50,1.806,2
20/05/2022,07:41:00 ,ICPKNW,7.4,21,669,384,66,1.338,17
20/05/2022,07:41:04 ,ICPKNW,6.3,28,240,456,98,0.48,3
20/05/2022,07:41:08 ,ICPKNW,6.7,21,278,241,74,0.556,17
20/05/2022,07:41:12 ,ICPKNW,5.7,33,669,860,28,1.338,11
20/05/2022,07:41:16 ,ICPKNW,8,29,1222,634,52,2.444,13
20/05/2022,07:41:20 ,ICPKNW,6.6,35,1471,731,92,2.942,13
20/05/2022,07:41:24 ,ICPKNW,7.2,25,1258,955,39,2.516,13
20/05/2022,07:41:28 ,ICPKNW,7.2,21,825,409,37,1.65,5
20/05/2022,07:41:32 ,ICPKNW,6.8,34,1248,911,76,2.496,13
20/05/2022,07:41:36 ,ICPKNW,6.4,24,212,205,57,0.424,3
20/05/2022,07:41:40 ,ICPKNW,4.8,24,249,827,95,0.498,14
20/05/2022,07:41:44 ,ICPKNW,4.9,20,1011,1003,62,2.022,12
20/05/2022,07:41:48 ,ICPKNW,4,34,508,771,12,1.016,14
20/05/2022,07:41:52 ,ICPKNW,7.5,21,1061,49,28,2.122,5
20/05/2022,07:41:56 ,ICPKNW,4.2,29,767,933,89,1.534,12
20/05/2022,07:42:00 ,ICPKNW,5.4,20,317,298,25,0.634,16
20/05/2022,07:42:04 ,ICPKNW,4.2,25,238,8,65,0.476,16
20/05/2022,07:42:08 ,ICPKNW,6,21,418,762,29,0.836,11
20/05/2022,07:42:12 ,ICPKNW,4.8,28,844,289,94,1.688,4
20/05/2022,07:42:16 ,ICPKNW,6.6,28,810,404,26,1.62,5
20/05/2022,07:42:20 ,ICPKNW,7,22,1086,220,48,2.172,5
20/05/2022,07:42:24 ,ICPKNW,5.8,39,556,640,56,1.112,11
20/05/2022,07:42:28 ,ICPKNW,6.3,38,474,527,85,0.948,3
20/05/2022,07:42:32 ,ICPKNW,5.4,16,493,996,90,0.986,14
20/05/2022,07:42:36 ,ICPKNW,4.4,32,281,827,50,0.562,14
20/05/2022,07:42:40 ,ICPKNW,4.3,21,1235,931,87,2.47,12
20/05/2022,07:42:44 ,ICPKNW,5.5,16,455,2,57,0.91,3
20/05/2022,07:42:48 ,ICPKNW,4.8,16,1488,573,93,2.976,12
20/05/2022,07:42:52 ,ICPKNW,4.7,36,435,504,75,0.87,16
20/05/2022,07:42:56 ,ICPKNW,5.5,22,1452,986,85,2.904,2
20/05/2022,07:43:00 ,ICPKNW,8,34,734,835,41,1.468,13
20/05/2022,07:43:04 ,ICPKNW,4,34,1405,946,39,2.81,12
20/05/2022,07:43:08 ,ICPKNW,6.1,38,257,69,83,0.514,3
20/05/2022,07:43:12 ,ICPKNW,6,26,1088,238,99,2.176,0
20/05/2022,07:43:16 ,ICPKNW,4,38,397,496,79,0.794,16
20/05/2022,07:43:20 ,ICPKNW,4,33,912,167,87,1.824,4
20/05/2022,07:43:24 ,ICPKNW,6.9,32,287,189,62,0.574,17
20/05/2022,07:43:28 ,ICPKNW,4.6,25,1500,437,32,3,4
20/05/2022,07:43:32 ,ICPKNW,4.8,39,293,736,42,0.586,14
20/05/2022,07:43:36 ,ICPKNW,6.4,21,322,143,64,0.644,3
20/05/2022,07:43:40 ,ICPKNW,7.7,37,388,5,54,0.776,17
20/05/2022,07:43:44 ,ICPKNW,5.1,19,946,846,98,1.892,12
20/05/2022,07:43:48 ,ICPKNW,8,16,316,500,26,0.632,17
20/05/2022,07:43:52 ,ICPKNW,6.6,24,1082,765,85,2.164,13
20/05/2022,07:43:56 ,ICPKNW,7.3,24,277,239,34,0.554,17
20/05/2022,07:44:00 ,ICPKNW,5,40,257,304,43,0.514,16
20/05/2022,07:44:04 ,ICPKNW,4.5,35,140,720,67,0.28,14
20/05/2022,07:44:08 ,ICPKNW,7.5,21,510,198,97,1.02,17
20/05/2022,07:44:12 ,ICPKNW,7.2,24,1154,468,41,2.308,5
20/05/2022,07:44:16 ,ICPKNW,4.7,30,613,472,31,1.226,16
20/05/2022,07:44:20 ,ICPKNW,6.2,21,159,176,100,0.318,3
20/05/2022,07:44:24 ,ICPKNW,6.4,16,430,910,86,0.86,11
20/05/2022,07:44:28 ,ICPKNW,6.4,40,161,315,72,0.322,3
20/05/2022,07:44:32 ,ICPKNW,6,29,879,736,85,1.758,2
20/05/2022,07:44:36 ,ICPKNW,6.9,28,512,431,83,1.024,17
20/05/2022,07:44:40 ,ICPKNW,5,34,849,793,54,1.698,12
20/05/2022,07:44:44 ,ICPKNW,5.9,26,746,520,81,1.492,0
20/05/2022,07:44:48 ,ICPKNW,6,29,1029,274,36,2.058,0
20/05/2022,07:44:52 ,ICPKNW,5.5,31,552,444,90,1.104,3
20/05/2022,07:44:56 ,ICPKNW,6.3,30,749,914,41,1.498,2
20/05/2022,07:45:00 ,ICPKNW,6.3,26,771,490,24,1.542,0
20/05/2022,07:45:04 ,ICPKNW,5.6,33,809,71,13,1.618,0
20/05/2022,07:45:08 ,ICPKNW,7.7,26,592,363,84,1.184,17
20/05/2022,07:45:12 ,ICPKNW,7.7,30,1429,857,48,2.858,13
20/05/2022,07:45:16 ,ICPKNW,7,22,316,830,25,0.632,15
20/05/2022,07:45:20 ,ICPKNW,5,21,518,735,52,1.036,14
20/05/2022,07:45:24 ,ICPKNW,7.1,25,782,755,24,1.564,13
20/05/2022,07:45:28 ,ICPKNW,7.6,30,362,222,56,0.724,17
20/05/2022,07:45:32 ,ICPKNW,7.2,18,1249,585,60,2.498,13
20/05/2022,07:45:36 ,ICPKNW,4,30,821,546,88,1.642,4
20/05/2022,07:45:40 ,ICPKNW,5.5,32,966,977,28,1.932,2
20/05/2022,07:45:44 ,ICPKNW,4.9,32,370,693,84,0.74,14
20/05/2022,07:45:48 ,ICPKNW,5.3,17,1418,121,51,2.836,4
20/05/2022,07:45:52 ,ICPKNW,6.4,18,1311,813,43,2.622,2
20/05/2022,07:45:56 ,ICPKNW,7.6,39,940,1017,71,1.88,13
20/05/2022,07:46:00 ,ICPKNW,6.8,27,1454,103,12,2.908,5
20/05/2022,07:46:04 ,ICPKNW,4.4,19,247,827,85,0.494,14
20/05/2022,07:46:08 ,ICPKNW,4.3,40,571,928,85,1.142,14
20/05/2022,07:46:12 ,ICPKNW,5.4,37,865,989,18,1.73,12
